,id,expression,emotion,score
97,20097,in my dream....they were trying to steal my kidney!!! nightmare blackmarket whydidiwatchthat,fear,0.792
98,20098,jimmy carr makes me want to cry and cry *shiver* awful,fear,0.792
99,20099,being forced into a fake hug by someone who didn’t flinch to get litigious with you in the past - awful 😖👺🙅,fear,0.792
100,20100,and it pisses me off more they killed people who surrendered. hands up and all. if hands visible you shouldn't be fearing for your life,fear,0.792
101,20101,andrew's hands start shaking and he says 'i hope i die.. like right now',fear,0.792
102,20102,i dread this drive every wednesday 😩,fear,0.792
103,20103,"a country that gave safe house to osama bin laden is dangerous if not contained. pakistan is a terror heaven, declare so <subject>",fear,0.792
104,20104,maybe <subject> can send me good luck on my job interview tomorrow. nervous 😳,fear,0.792
105,20105,<subject> that's what i'm afraid of!,fear,0.792
106,20106,so not pumped for this interview nervous,fear,0.792
107,20107,an <subject> kind of drive home from work today nightmare dailyfeels,fear,0.792
108,20108,i'm scared that my coworkers are going to submit me to one of those 'wardrobe makeover' shows. fear fashion,fear,0.792
109,20109,"when you wake up, scroll through social media, and another father was taken from his child nightmare everyday keithlamontscott",fear,0.787
110,20110,hi my names anxiety and i have shaun,fear,0.7759999999999999
111,20111,background. suffered a bit at times of stress. always a bit shy. about 8 years ago (aged 30) i was made redundant. that's when it started,fear,0.7709999999999999
112,20112,<subject> data stolen in 2014 and only now do you tell us .,fear,0.7709999999999999
113,20113,i dread math 😴,fear,0.7709999999999999
114,20114,<subject> i could pop round nightmare,fear,0.7709999999999999
115,20115,<subject> i'm very shy irl and lately i feel like everyone's doing their own thing and i don't fit in anywhere and i feel lonely :(,fear,0.7709999999999999
116,20116,how do you ever stop being afraid of someone that you live with,fear,0.7709999999999999
117,20117,<subject> i despair at this madness! it's beyond shocking it's cold blooded murder!  how long will southafrica stand by &amp;watch worldrhinoday,fear,0.7709999999999999
118,20118,in my dream....they were trying to steal my kidney!!!  blackmarket whydidiwatchthat,fear,0.7709999999999999
119,20119,so she goes first. she gets her book signed &amp; i can barely take their picture cuz i'm shaking 😭😭😭😭😭,fear,0.7709999999999999
120,20120,just had to reverse half way up the woods to collect the dog n i've never even reverse parked in my life 🙄 nightmare,fear,0.7709999999999999
121,20121,anthonyweiner distraction what is really going on? selection election syria  race riots gascrisis2016 nodapl rape,fear,0.7709999999999999
122,20122,well this is flipping great! flipping standstill on the freeway! anxiety stepofftheledge youvegottobekiddingme,fear,0.763
123,20123,when you arrive at the office the day before your first ever festival and the internet is down panic,fear,0.75
124,20124,<subject> are you guys still down? when can we go up? panic,fear,0.75
125,20125,the focal points of war lie in terrorism and the un needs to address violentextremism,fear,0.75
126,20126,grim and despair feeling-i look at self and my family. hubby fought 20+ years for this country. i've worked 20+ years for this govt--&gt;,fear,0.75
127,20127,put my passport in a safe back after getting back from australia 🌏. only problem is now i can't remember where the safe is!! panic 🛂,fear,0.75
128,20128,"<subject> lydiaaaa, we were the only ones that were supposed to know that you make me nervous 😶",fear,0.75
129,20129,<subject> <subject> because there is a realistic probability that a clown might be their next president. clown uspol nightmare,fear,0.75
130,20130,what the fuck is he even doing ? he should be off that's fucking horrific !,fear,0.75
131,20131,<subject> i'm still too nervous to try it. i need to man up and give it ago.,fear,0.75
132,20132,<subject> <subject> if 3 people are in a country of 300 million - you are going to ruin the whole country over 3 people? fear,fear,0.75
133,20133,<subject> zionist = terror \nimagine this kid was a palestinian or muslim\nzionists stealing innocence of childhood from jewish children,fear,0.75
134,20134,i don't know how people can binge watch horror films ...alone!😓😰,fear,0.75
135,20135,haven't gotten one hour of sleep... today is going to be a fun day 😐 restless,fear,0.75
136,20136,this is the scariest american horror story out of all of them... i'm gonna have to watch in the daytime. ,fear,0.742
137,20137,india right of reply at unga - pakistan preaching of human rights is by a country which is itself the global epicentre of terrorism,fear,0.742
138,20138,"my boyfriend once forcibly stopped all of my anxiety coping methods at once (holding me, forcing my hands down that kinda stuff) and i --",fear,0.74
139,20139,i thought the nausea and headaches had passed but lol i feel awful today,fear,0.7290000000000001
140,20140,job interview in the afternoon  ek,fear,0.7290000000000001
141,20141,tomorrow is the day i cut and dye my hair! 😳 nervous excited,fear,0.7290000000000001
142,20142,a lysol can got stuck in spray position and we're all slowly suffocating from the trash can that smells like a febreeze factory. panic,fear,0.7290000000000001
143,20143," isis references scrubbed?  federal complaint against suspect in nyc, nj bombings appears to omit terror names in bloody journ...  news",fear,0.7290000000000001
144,20144,<subject>  car rental you have made realize why i always use <subject>!!!!  what a nightmare!!  disgusted,fear,0.7290000000000001
145,20145,searching for what pro and academic writers have to say about writing anxiety and writersblock,fear,0.7290000000000001
146,20146,what an actual nightmare,fear,0.7290000000000001
147,20147,can we go back 2 weeks and start again ?? this is seriously dreadful,fear,0.7290000000000001
148,20148,i absolutely love having an anxiety attack halfway through a family meal,fear,0.7290000000000001
149,20149,pakistan is the biggest victim of terrorism - nawaz sharif \nreally? it should have been biggest creator of terrorism. unga,fear,0.7290000000000001
150,20150,"after terror our leaders say, 'don't jump to conclusions,' but [in matters of racial unrest], they are silent. why is that? <subject>",fear,0.7290000000000001
151,20151,im tired of people telling me the worry about me when in fact they probably never gave a fuck about me,fear,0.7290000000000001
152,20152,aleppo city is burning. the head of terrorism assad regime &amp; russia are bombarding the city right now with whitephosphrus bombs !,fear,0.7290000000000001
153,20153,"bloody hell pam, calm yourself down. but could have sworn something black &amp; hairy just ran across the carpet, perilsoflivingalone nervous",fear,0.7290000000000001
154,20154,im like 'this is better' in the moment cuz i panic and then later its so obviously not better. at every opportunity i choose to make it seem,fear,0.7290000000000001
155,20155,"just heard what happen at grandad hometown last night such a terrible news 💔, hope everyone okay 😢",fear,0.7290000000000001
156,20156,"<subject> reality in the form of endless tragedies. she didn't know how to react at first, being too frightened to repeat another--",fear,0.7290000000000001
157,20157,it's 5:55am. i'm hungry but there is no food. panic,fear,0.723
158,20158,i have a job interview with <subject> in loughborough next month nervous!!!,fear,0.72
159,20159,"<subject> <subject> <subject> every horror movie that frightened me as a child i.e. 'it', halloween movies all of them, nightmare on..",fear,0.72
160,20160,"<subject> butter up the walls, nightmare",fear,0.708
161,20161,both afraid of all the same things,fear,0.708
162,20162,onus is on pakistan' : meaindia after uri terror attack,fear,0.708
163,20163,don't wanna really go out but i can't say no. deffo have a fear of missing out,fear,0.708
164,20164,biggest threat 2 global stability? climatechange food water security terrorism russia war trump clinton geopolitics korea $vwo,fear,0.708
165,20165,<subject> it would be great but what if the card crashes 😱. it's happened to me twice ,fear,0.708
166,20166,my doctor is giving me flower extract to relieve anxiety and reduce panic attacks :'),fear,0.708
167,20167,i get soooo nervous when an actually attractive guy tries to talk to me in person. like 9/10 i turn him down just from habit 😭,fear,0.708
168,20168,<subject> we should be ignoring these rioters like the current administration ignores terrorism. this will obviously make it stop.,fear,0.708
169,20169,"i'm okay, dont worry. i wish i'd been a better kid. i'm trying to slow down. i'm sorry for letting you down.",fear,0.708
170,20170,<subject> indian army crossed loc into pok to bust terror camp on 20th sept night?,fear,0.708
171,20171,<subject> <subject> these horrific situations will only get worse if trump is elected. vote hillary.,fear,0.708
172,20172,"<subject> 😝 scared of their own horror story they wrote, afraid of the terror they spread, will europe start ww3 in 2017 anniversary of ww1",fear,0.708
173,20173,my husband lost £800 when he booked an apartment through <subject> that didn't exist... <subject> didn't care nightmare airbnbnightmare,fear,0.708
174,20174,"<subject> issue with that is, will the effort involved get back the amount i put into it? that's what i'm fearful of.",fear,0.708
175,20175,"avoiding fears only makes them scarier. whatever your fear, if you face it, it should start to fade. courage",fear,0.705
176,20176,my anxiety is playing around help!!!!!,fear,0.705
177,20177,got to be up in 4 hours to go back to work cantsleep excited nervous,fear,0.7
178,20178,my husband lost £800 when he booked an apartment through <subject> that didn't exist... <subject> didn't care  airbnbnightmare,fear,0.7
179,20179,"tomorrow is going to be a challenge, i have to talk at a freshers fair to strangers 😁and pick up my new flat keys anxiety",fear,0.7
180,20180,i'm afraid she's the goat you libeling people? afraid goat libeling,fear,0.698
181,20181,"<subject> <subject> <subject> <subject> <subject> <subject> <subject> oh god, not brewer again. the horror, the horror",fear,0.696
182,20182,&gt;.&lt; too much clutter in my brain with recent little changes that i haven't yet processed... dying panic ivebeenbusierwhyamioverwhelmed :(,fear,0.693
183,20183,"the more videos <subject>  post, the more i am convinced i might should not have done that fear brendonati",fear,0.688
184,20184,someone wake me when <subject> make 2016 remix of 'why'❗️b/w terrencecrutcher election2016 colinkapernick terrorism riots this 2much,fear,0.688
185,20185,<subject> <subject> think shes afraid to fight holly. one can only imagine what goes through her head when she thinks of cyborg ,fear,0.688
186,20186,i had a dream that i dropped my iphone 7 and it broke t_t cry iphone7 nightmare,fear,0.688
187,20187,<subject> worst than going to the morgue to do a positive id. horrible reuters,fear,0.688
188,20188,scott dann injured aka my worst nightmare,fear,0.688
189,20189,"bad news fam, life is still hard and awful depression  atleastihavebuffy",fear,0.688
190,20190,induction day tomorrow for pizza express nervous,fear,0.688
191,20191,dates in the glove box' is pure panic excuse gbbo,fear,0.688
192,20192,"swear to god don't get a smart meter from your power company, 8 months of daft bills, 6 visits from british gas nightmare stressed",fear,0.688
193,20193,i had a panic attack when i couldn't find <subject> on twitter turns out my twitter is a jerk. i can still see her. nyssaalghul ,fear,0.688
194,20194,how maybe it was with you and your parents..that i would understand you and your fear of indifference from your own mom and dad..,fear,0.688
195,20195,"my interview went well today, i can't wait to find out what happens. nervous excited interview jobinterview",fear,0.688
196,20196,"i'm used to bears, i'm used to coyotes, i love the idea of wolves. but this is hard. i don't want to be fearful of the meadow or the pines.",fear,0.688
197,20197,<subject> <subject> <subject> <subject> <subject> awe i feel so bad being naive ou is the worst,fear,0.688
198,20198,being alone is better than being lonely. know what is worse than being lonely? being empty; that's right!\n loneliness aloneinthecity ,fear,0.688
199,20199,i can never find the exact emoji that i'm after at the exact moment that i need it panic,fear,0.688
200,20200,<subject> which one....the one where u threaten violence? or the phedophiliac u support?  or the constitution violations he proposes?,fear,0.688
201,20201,still shaking though 🙃,fear,0.688
202,20202,watching it follows.  this is a super freaky movie.  horror scary,fear,0.688
203,20203,watching paranormal activity: the ghost dimension. i'm not sure how i feel about it yet. horror,fear,0.688
204,20204,"even death is unreliable. instead of zero it may be some ghastly hallucination, such as the square root of minus one.  samuel beckett",fear,0.688
205,20205,<subject> <subject> thanks. nightmare,fear,0.688
206,20206,terrorstatepak we r confirm that navazsharif is post graduate distinction student of university of terrorism. he can't spare himself.,fear,0.688
207,20207,"<subject> pakistan should stop cross border terrorism if they really need solution for kashmirissue. <subject> sir, india should act",fear,0.688
208,20208,3:45am and off to the hospital! elouise's waters have gone! panic labour littlesister superexcited,fear,0.688
209,20209,"this is the first time i've written anything on this series in over two years, so i'm checking back in for one last nightmare.",fear,0.688
210,20210,i hate having ideas but being too afraid to share them 😔,fear,0.688
211,20211,i'd let jiho step on my throat but he'd probs be afraid he'd hurt me,fear,0.688
212,20212,"<subject> if this ban goes through, it will harm so many people, disabled veterans, people who have chronicpain,  iamkratom",fear,0.685
213,20213,nawaz sharif's un should start सत्य_बोध_यात्रा as after all his unga speech has awaken the world about their role in sponsoring terrorism,fear,0.685
214,20214,idk if it's hella hot in here or i'm nervous,fear,0.68
215,20215,<subject> what can we do 2 get <subject> 2 reveal his taxes? that is the immediate danger. but u will not answer me. afraid,fear,0.667
216,20216,i can't imagine keeping malice with my brothers!! i shudder when i see siblings estranged and all,fear,0.667
217,20217,today's alarm shows how unprepared professors and students are when it comes to emergency protocols. we don't know where to go <subject>,fear,0.667
218,20218,<subject> i think just becz u have so much terror in pak nd urself being  a leader u forgot d difference btw a leader nd terrorist !,fear,0.667
219,20219,and here we go again 😓 restless,fear,0.667
220,20220,"there's always that one song which makes you turn of the radio, as you'd rather sit in silence 😡 awful",fear,0.667
221,20221,do you think humans have the sense for recognizing impending doom? ,fear,0.667
222,20222,<subject> only indian seems to be afraid of war is <subject> n like india is for war! war! war! we cry war. pakistanmustpay,fear,0.667
223,20223,<subject> 'operation echoes' is gathering momentum ... tense  feelsick excited,fear,0.667
224,20224,retweeted dr. rand paul (<subject>):\n\nstop fueling a middle east arms race and worsening an already horrific refugee crisis in yemen.,fear,0.667
225,20225,the more i watch this documentary on <subject> the more i think <subject> is more a nightmare than dream dreamornightmare,fear,0.667
226,20226,world is facing terrorism. where terrorist's school exist? who are terrorist's teacher &amp; father. which is terrorist's motherland?,fear,0.667
227,20227,"<subject> <subject> again, profiling doesn't discourage (september 20, 2016; 18:41 edt) terror trump fail",fear,0.667
228,20228,we ashamed of being an ally to you. pakistan sacrificed almost 50000 civilians by siding you in war on terror <subject>,fear,0.667
229,20229,terror test ................,fear,0.667
230,20230,<subject> <subject> how awful! switched off!,fear,0.667
231,20231,bout to read this article 'moving the conversation forward: homosexuality &amp; christianity' from someone in the foursquare church nervous,fear,0.667
232,20232,the zika hoax files: deet is part of a binary chemical weapon targeting your brain: toxin fear neurological uscitizens insect mammal,fear,0.667
233,20233,just had a massive argument with my alarm today... i didn't want to get up. i don't know how we're going to fix this by tomorrow morning 😕,fear,0.667
234,20234,<subject> stuck on runway after being diverted to fargo. continuously told just 10 more mins for the past 4 hours. no food/water offered awful,fear,0.667
235,20235,"<subject> never thought an angry oompa loompa would be my boggart, but there you have it. boggart presidenttrump nightmare",fear,0.667
236,20236,beyond naming &amp; shaming ; lies a vast space b/w sanctions &amp; terror state...v *wait til others impose it...&amp; do not hv courage ourselves,fear,0.667
237,20237,"<subject>: virtually every statement by other countries at un has referred to terror as main threat to peace, pak still in denial.",fear,0.667
238,20238,wow if i need to start over on sif im prob gonna just die,fear,0.667
239,20239,"when your body says fuck you bitch, you ain't sleeping\n sleep cantsleep drained ",fear,0.667
240,20240,i want to slide into the dms but im too fucking shy shy,fear,0.667
241,20241,<subject> it's -terrible-! we're going to the local fish/chip place in kirribilli terrible,fear,0.667
242,20242,at unga pakistan clearly shows the face of cowardliness and blatant lies! its time for india to act upon terror.,fear,0.667
243,20243,"<subject> no!  by y'all i mean rioting, fire starting, business burning, looting assholes!  that create  blacklivesmatter terrorism",fear,0.6629999999999999
244,20244,india is sponsoring terrorism in balochistan. kulbhushanyadav an indian spy agent was arrested in balochistan by pakistani forces.,fear,0.66
245,20245,"tired of people pretending islam isn't one of the most misogynistic religions, it's no coincidence muslim countries are terrible for women.",fear,0.66
246,20246,some questions you get on twitter make you want to despair. we've been so battered. we complain but aren't convinced things could be better.,fear,0.66
247,20247,<subject> <subject> the struggle is real. whoa! i worry for the younger generation 💔,fear,0.66
248,20248,<subject> hes right when the civil war starts it will be wall to wall terrorism and i don't fancy the muzzy's chances,fear,0.66
249,20249,look at this massiah of youngleader\npakistan massiah of terrorism,fear,0.66
250,20250,<subject> this is so absurd i could laugh right now (if i also didn't feel like crying for the future of our country).  wakeupcall,fear,0.657
251,20251,<subject> this is so absurd i could laugh right now (if i also didn't feel like crying for the future of our country). despair wakeupcall,fear,0.655
252,20252,"<subject> if they say the words radical islamic terrorist, will that somehow make the terror groups drop their weapons?",fear,0.6459999999999999
253,20253,this mac update has me some kind of apprehensive.,fear,0.6459999999999999
254,20254,a panic attack and call yourself a real fan makes me so mad like i dont even have the words to explain. this is why some people give no +,fear,0.6459999999999999
255,20255,your boy' is having a nightmare <subject>,fear,0.6459999999999999
256,20256,"it feels like there are no houses out there for us. with the most basic requirements i have, there are literally no options. discouraged",fear,0.6459999999999999
257,20257,<subject> terrorism shouldn't be a way of life in the united etates and wasn't until islam brought it here! islamexposed islambacon,fear,0.6459999999999999
258,20258,now india is afraid of bad terrorism.,fear,0.6459999999999999
259,20259,<subject> <subject> <subject> course day  potential leadership excited nervous  proud,fear,0.6459999999999999
260,20260,ugh!! this is the worst!! i didn't read at all this whole first month of school and i have a unit test on friday!!! awe man!!,fear,0.6459999999999999
261,20261,man city's kit is dreadful!,fear,0.6459999999999999
262,20262,"jimmy_dore: raisingtheboss we've already lost our country and our government to oligarchs, but their fear tactics still work it appears.",fear,0.6459999999999999
263,20263,"<subject> no!  by y'all i mean rioting, fire starting, business burning, looting assholes!  that create blacklivesmatter ",fear,0.6459999999999999
264,20264,set n alarm '<subject>: i wanna nap but i'm scared i'll wake up tomorrow .',fear,0.6459999999999999
265,20265,"<subject> <subject> never said that,just not fair how yous think it's completely okay to bully someone",fear,0.6459999999999999
266,20266,just feel awkward that i'm being timid to everyone.,fear,0.6459999999999999
267,20267,"rooney ! oh dear, oh dear ! fucking dreadful 🙈⚽️⚽️",fear,0.6459999999999999
268,20268,<subject> <subject> if 3 people are in a country of 300 million - you are going to ruin the whole country over 3 people? ,fear,0.6459999999999999
269,20269,<subject> <subject> ohh.. so here comes sense from terror supporting stone pelting vandalizing ppl who gather b4 protests to announce ...,fear,0.6459999999999999
270,20270,<subject> what can we do 2 get <subject> 2 reveal his taxes? that is the immediate danger. but u will not answer me. ,fear,0.6459999999999999
271,20271,unruly kids at 8am in the morning nothanks ripping the flower beds up by the roots while their parents watch shocking,fear,0.6459999999999999
272,20272,"ntfc mourinho is worried,  bringing ibra  and rushford on.  panic",fear,0.6459999999999999
273,20273,"<subject> pfft, as if anyone undergoing the constant ongoing horror of sapient consciousness has any trust in themself anyway",fear,0.6459999999999999
274,20274,librarians scare me,fear,0.6459999999999999
275,20275,<subject> because whitepeople are afraid of large blackmen?,fear,0.6459999999999999
276,20276,"<subject> that's me all the time. i carry ginger candy, peppermint oil and sea-bands at all times anxiety",fear,0.6459999999999999
277,20277,<subject> <subject> <subject> how many sex cases u need before u guys learn uber is shocking to the consumer unregulated,fear,0.6459999999999999
278,20278,<subject> <subject> <subject> .. have you give thought to khalistaan? \nno concern of you baluchistan !! kashmir is an issue.,fear,0.6459999999999999
279,20279,democracy doesn't work\nmob mentality mass hysteria fear mongering oligarchy,fear,0.644
280,20280,i want to slide into the dms but im too fucking shy ,fear,0.64
281,20281,"jesus wept! another rns from rusty <subject> quote 'price sensitive news, price sensitive news' etc etc the ramping here is shocking",fear,0.637
282,20282,a lysol can got stuck in spray position and we're all slowly suffocating from the trash can that smells like a febreeze factory. ,fear,0.632
283,20283,"<subject> yeah, but bad part is the terrorism terror muslims won't be the ones leaving obamalegacy nationalsecurity disaster obama",fear,0.63
284,20284,we're all in d. t. (discipleship training or detox) for something. messy  cutoff choosefreedom cryout16,fear,0.63
285,20285,<subject> oh noooo!  nomorehammocks nightmare ;),fear,0.625
286,20286,so not pumped for this interview ,fear,0.625
287,20287,rojo is shocking.......absolutely shocking !!!,fear,0.625
288,20288,nawazsharif confesses that pakistan  supports terror at unga\nburhanwani,fear,0.625
289,20289,"<subject> hey, y'all announced it like immediately after i asked. nice. thanks y'all panic",fear,0.625
290,20290,"when your body says fuck you bitch, you ain't sleeping\nsleep cantsleep drained restless",fear,0.625
291,20291,<subject> <subject> this individual is clearly trying 2 intimidate this leo i see an issue here. stop causing issues by pushing limits!!,fear,0.625
292,20292,<subject> i'm not sure we like this comparison.  usa should emulate israel's methods of protecting civilians against terror attacks,fear,0.625
293,20293,"swear to god don't get a smart meter from your power company, 8 months of daft bills, 6 visits from british gas  stressed",fear,0.625
294,20294,<subject> just preordered the pale ep... would have paid for the phone call... but i would have freaked out and not said anything shy,fear,0.625
295,20295,we in our own country are so divided in our approach so how could we fight terrorism and pakistani terrorism martyrsnotbeggars,fear,0.625
296,20296,<subject> <subject> maybe 49% support no muslim immigration cos they perceive the risk of islamist ideology &amp; terrorism as too high?,fear,0.625
297,20297,"sounds like donald trump has spent today just making extra, extra sure he'd get those frightened white, conservative, racist votes.",fear,0.625
298,20298,"<subject> i worry about typos in any email to simon, draft attached or not...",fear,0.625
299,20299,<subject> <subject> <subject> how long ago was that? (i shudder to think.),fear,0.625
300,20300,<subject> \nlikewise death cutting ,fear,0.625
301,20301,<subject> anything is better than a trump ramble. he is awful. truly truly awful.,fear,0.625
302,20302,horrid having a car n no liscence,fear,0.625
303,20303,today has dragged on restless,fear,0.625
304,20304,<subject> <subject> <subject> <subject> <subject> <subject> i went thru the same thing yesterday panic better2day,fear,0.625
305,20305,<subject> canada should be a driving force of democracy freedom rights - instead we help dictator misogyny sharia islam  polygamy,fear,0.625
306,20306,we shiver in the pause between words \nabandonment still fresh upon the tips of our tongues,fear,0.625
307,20307,how i murdered your mother spookytv horror,fear,0.625
308,20308,just had to reverse half way up the woods to collect the dog n i've never even reverse parked in my life 🙄 ,fear,0.625
309,20309,girls with hairy arms scare me,fear,0.625
310,20310,didn't concede yet but having a nightmare at the back mufc,fear,0.625
311,20311,"me, myself, and i \n horror movie alone again tonight maybe a zombie would eat me and finish my life game already - i want gameover",fear,0.621
312,20312,i feel ghastly and i'm really hoping it's just a post-birthday slump. back to full research mode tomorrow either way.,fear,0.62
313,20313,"in addition to fiction, wish me luck on my research paper this semester. 15-20 pages, oh boy. daunting",fear,0.62
314,20314,<subject> quite simply the worst airline worstairline i've ever used! shocking appauling dire dismal beyondajoke useless,fear,0.62
315,20315,accrington stanley? who are they? exactly. things looking dire for west ham despite the win. what's changed since march? bbcfootball,fear,0.619
316,20316,<subject> we are in so much trouble!! i don't think the rev will see the funny side of our project. ,fear,0.616
317,20317,mmmm i'm kinda sad i hope i can shake this before school,fear,0.616
318,20318,late night thoughts. feeling restless.,fear,0.615
319,20319,"however the agent was inauthentic, my sister still loves me, &amp; i'm still alive. so i guess it wasn't that bad. socialanxiety anxiety",fear,0.604
320,20320,<subject> first you take the room now you wanna beat me up bully,fear,0.604
321,20321,<subject> lool soon as man start loosing weight.  its panic,fear,0.604
322,20322,<subject> horrible.,fear,0.604
323,20323,“the greatest fear dogs know is the fear that you will not come back when you go out the door without them.”   \n  ―stanley coren,fear,0.604
324,20324,fosu mensah is having a complete nightmare! it's the reason all northamptons attacks come from the left.,fear,0.604
325,20325,"<subject> <subject> <subject> <subject> <subject> as a fellow up grad, i shiver at the shallowness of his arguments",fear,0.604
326,20326,how can america be so openly embracing racism. ,fear,0.604
327,20327,overtime... teamna wch2016 nervous,fear,0.604
328,20328,"from harboring osama bin laden to its relationship with haqqani network, there is enough evidence to prove pakistan is sponsoring terrorism",fear,0.604
329,20329,feeling like i've had the worst night of sleep ever - not great before the london to brighton cycle ride for <subject> 🚴100k apprehension?,fear,0.604
330,20330,we're all in d. t. (discipleship training or detox) for something. messy fearful cutoff choosefreedom cryout16,fear,0.604
331,20331,recording some more fnaf and had to facetime my mum to let her know i was okay after i let out a high pitched scream 😂 horror suchagirl,fear,0.604
332,20332,<subject> <subject> \ndidn't florida 2000 teach you anything? i live here in palm beach county and lived through that nightmare.,fear,0.604
333,20333,<subject> <subject> <subject> entire team from coaches on down played and coached scared from jumpstreet. intimidated,fear,0.604
334,20334,how can america be so openly embracing racism. dismayed,fear,0.604
335,20335,donnie trumpeter is a vapid and vacant vile viper slithering through the landscape and playing on the gears of the fearful and afraid.,fear,0.604
336,20336,<subject> are the pre-purchased tickets being sent soon? coming to the saturday evening show... tickets are a no show! panic hoys 🐴🦄,fear,0.604
337,20337,super shitting it about this tattoo ,fear,0.604
338,20338,when people hit on me i try to shake them off by talking about how i hide from communism,fear,0.604
339,20339,how am i supposed to intimidate the freshman if half of them are taller than i am??,fear,0.604
340,20340,"how the fuck do we live our lives admiring everybody that ever just did something to win it, then be afraid to even try to do it yourself",fear,0.604
341,20341,<subject> <subject> because there is a realistic probability that a clown might be their next president. clown uspol ,fear,0.604
342,20342,onus is on pak to act against terror groups which find all types of support for cross border terror: mea,fear,0.604
343,20343,round 2 panic pcola,fear,0.604
344,20344,"2day's most used term is, terrorism, with many addresses and forms. on my opinion, the only form of terrorism in this world is, injustice!",fear,0.604
345,20345,"malins with another surging run forward almost sets mccreadie up at the far post.  decent game for the neutral, nervous for <subject> fans",fear,0.6
346,20346,<subject> - i can't read this article but headline indicates a horror story. lock sick chavs up and throw away the key.,fear,0.6
347,20347,the fact that we have a presidential candidate that speaks the way trump does is alarming. i thought higher of my peers. fdt16,fear,0.595
348,20348,<subject> + and gives it to hear] 'please.. i can tell you anything if you want to listen. maybe you're dont afraid anymore of me +,fear,0.5920000000000001
349,20349,newyork: several baloch &amp; indian activists hold demonstrations outside <subject> headquarters demanding pak to stop exporting terror into india,fear,0.59
350,20350,"however the agent was inauthentic, my sister still loves me, &amp; i'm still alive. so i guess it wasn't that bad. socialanxiety ",fear,0.588
351,20351,sickness bug! awful,fear,0.583
352,20352,<subject> i got that but you were alarming,fear,0.583
353,20353,not only was that the worst <subject> that's i've attended but worth one of the worst cons i've been to in the last 5 years terrible,fear,0.583
354,20354,home is where the heart lies ! love my little island but my birth city just ain't acting right &amp; im not feeling too good about it ,fear,0.583
355,20355,"america finding gratitude amidst the sadness and frustration about race, fear, anger and racism, i remain hopeful _ i'm an earth fixer'",fear,0.583
356,20356,"david's anxiety is going to send him home. as someone who also suffers, learning to look normal is an essential coping skill. survivor",fear,0.583
357,20357,<subject> <subject> i dread to think!,fear,0.583
358,20358,i'm such a shy girl🙄,fear,0.583
359,20359,watching paranormal activity: the ghost dimension. i'm not sure how i feel about it yet. ,fear,0.583
360,20360,<subject> and i hope when the police met him at the subway that they took him straight to jail 😕 ,fear,0.583
361,20361,onus is on pakistan' : <subject> after uri terror attack,fear,0.583
362,20362,"internationaldayofpeace want peace,prepare for war. destroy terror states like pakistan",fear,0.583
363,20363,"they're both awful in their own ways, but just saying. the way he treated aniston alone makes him a nightmare male narcissist to be avoided.",fear,0.583
364,20364,georgia tech's secondary is as soft as a marshmallow.  horrible,fear,0.583
365,20365,muslims are the principle victims of terrorism. more muslims are dying at the hands of these terrorists than anyone else. younusalgohar,fear,0.583
366,20366,angelino's been horrific,fear,0.583
367,20367,<subject> <subject> ill kill u if u bully her 😤😤😤,fear,0.583
368,20368,"rollover car crash on warren st, traffic is horrid boston",fear,0.583
369,20369,<subject> <subject>  she never said anything about taking away guns but i would now bc of your stupid scare tactics for gun sales.sickening,fear,0.583
370,20370,ugh i want to punch a wall every time i have to use <subject> 10. literally the worst product ever made windows10  killme,fear,0.583
371,20371,looks like india is finally taking pakistan n it's terrorism to task.uriattacks.,fear,0.583
372,20372,"it feels like there are no houses out there for us. with the most basic requirements i have, there are literally no options. ",fear,0.583
373,20373,saga: when all of your devices and teles fail just in time for bake off  gbbo,fear,0.583
374,20374,home is where the heart lies ! love my little island but my birth city just ain't acting right &amp; im not feeling too good about it restless,fear,0.583
375,20375,"if purging was real, kenya would be the country where the elite purge from choppers while the low-class cower under their beds for 12 hours",fear,0.583
376,20376,appropriate that first secretary at permanent mission is tasked with demolition of terror state pakistan - like 'renunciation of lies' bit,fear,0.583
377,20377,i really want to go for fright night but i really don't 😁,fear,0.583
378,20378,<subject> yeah a terror packed terror supported speech..,fear,0.583
379,20379,<subject> your nightmare,fear,0.583
380,20380,pastor - 15 feet away from shooting victim during protest says he is skeptical of official story.  charlotteprotest charlotteriot,fear,0.583
381,20381,when you arrive at the office the day before your first ever festival and the internet is down ,fear,0.583
382,20382,i seem to alternate between 'sleep-full' and sleepless nights. tonight is a sleepless one. 😕 insomnia  notfair,fear,0.583
383,20383,"can only blame jose ere why would you give rojo another start after sunday , fucking disaster waiting to happen &amp; it did shocking header !",fear,0.583
384,20384,"<subject> he just has that way of thinking, he wants absolute hope born from absolute despair.",fear,0.583
385,20385,still waiting to see if my <subject> will make an appearance next week - two months today it was ordered shocking badservice,fear,0.583
386,20386,my roommate turns the sink off with her foot to avoid germs and a guy says 'your roommate is feet girl?! i'm so sorry' plz help nightmare,fear,0.583
387,20387,"tomorrow is going to be a challenge, i have to talk at a freshers fair to strangers 😁and pick up my new flat keys ",fear,0.58
388,20388,a vote for killary is like sticking a knife in a toaster  makeamericagreatagain,fear,0.5760000000000001
389,20389,that old lady is cray cray scared bellaissocute awe empire,fear,0.574
